"8500309","2","8500309","4","180"
"8500309","2","8500309","5","180"
"8500309","2","8500309","3","180"
"8500309","2","8500309","1","180"
"8500309","2","8500309","5AB","180"
"8500305","3","8500305","1","180"
"8500305","3","8500305","2","180"
"8500304","1","8500304","2","120"
"8500320","4","8500320","2","120"
"8500320","4","8500320","3","120"
"8500320","4","8500320","5","120"
"8500303","3","8500303","2","120"
"8500302","2","8500302","3","120"
"8500301","4","8500301","3","180"
"8500313","1","8500313","2","120"
"8500300","4","8500300","5","120"
"8517131","1","8517131","2","120"
"8500021","4","8500021","5","180"
"8500021","4","8500021","2","180"
"8500021","4","8500021","1","180"
"8500020","1","8500020","3","120"
"8500020","1","8500020","2","120"
"8500020","1","8500020","4","120"
"8500010","1","8500010","9","300"
"8500010","1","8500010","4","300"
"8500010","1","8500010","3","300"
"8500010","1","8500010","5","300"
"8500010","1","8500010","6","300"
"8500010","1","8500010","2","300"
"8500010","1","8500010","7","300"
"8500010","1","8500010","16","300"
"8500010","1","8500010","17","300"
"8500010","1","8500010","14","300"
"8500010","1","8500010","12","300"
"8500010","1","8500010","11","300"
"8500010","1","8500010","10","300"
"8500010","1","8500010","8","300"
"8500010","1","8500010","5AB","300"
"8500010","1","8500010","15","300"
"8500010","1","8500010","31","300"
"8500010","1","8500010","33","300"
"8500010","1","8500010","35","300"
"8500010","1","8500010","30","300"
"8500010","1","8500010","17C","300"
"8500010","1","8500010","4B","300"
"8500010","1","8578143","D","360"
"8500010","1","8578143","J","360"
"8500010","1","8578143","F","360"
"8500010","1","8578143","E","360"
"8500010","1","8578143","G","360"
"8500010","1","8500146","L","540"
"8500010","1","8500146","M","540"
"8500010","1","8578143","H","360"
"8500010","1","8578143","C","360"
"8500010","1","8578143","K","360"
"8500010","1","8578143","A","360"
"8500010","1","8578143","B","360"
"8500010","1","8500010","K","300"
"8500010","1","8500010","12AB","300"
"8500010","9","8500010","1","300"
"8500010","9","8500010","4","300"
"8500010","9","8500010","3","300"
"8500010","9","8500010","5","300"
"8500010","9","8500010","6","300"
"8500010","9","8500010","2","300"
"8500010","9","8500010","7","300"
"8500010","9","8500010","16","300"
"8500010","9","8500010","17","300"
"8500010","9","8500010","14","300"
"8500010","9","8500010","12","300"
"8500010","9","8500010","11","300"
"8500010","9","8500010","10","300"
"8500010","9","8500010","8","300"
"8500010","9","8500010","5AB","300"
"8500010","9","8500010","15","300"
"8500010","9","8500010","31","300"
"8500010","9","8500010","33","300"
"8500010","9","8500010","35","300"
"8500010","9","8500010","30","300"
"8500010","9","8500010","17C","300"
"8500010","9","8500010","4B","300"
"8500010","9","8578143","D","360"
"8500010","9","8578143","J","360"
"8500010","9","8578143","F","360"
"8500010","9","8578143","E","360"
"8500010","9","8578143","G","360"
"8500010","9","8500146","L","540"
"8500010","9","8500146","M","540"
"8500010","9","8578143","H","360"
"8500010","9","8578143","C","360"
"8500010","9","8578143","K","360"
"8500010","9","8578143","A","360"
"8500010","9","8578143","B","360"
"8500010","9","8500010","K","300"
"8500010","9","8500010","12AB","300"
"8500020","3","8500020","1","120"
"8500020","3","8500020","2","120"
"8500020","3","8500020","4","120"
"8500021","5","8500021","4","180"
"8500021","5","8500021","2","180"
"8500021","5","8500021","1","180"
"8517131","2","8517131","1","120"
"8500300","5","8500300","4","120"
"8500313","2","8500313","1","120"
"8500301","3","8500301","4","180"
"8500302","3","8500302","2","120"
"8500303","2","8500303","3","120"
"8500320","2","8500320","4","120"
"8500320","2","8500320","3","120"
"8500320","2","8500320","5","120"
"8500304","2","8500304","1","120"
"8500305","1","8500305","3","180"
"8500305","1","8500305","2","180"
"8500010","4","8500010","1","300"
"8500010","4","8500010","9","300"
"8500010","4","8500010","3","300"
"8500010","4","8500010","5","300"
"8500010","4","8500010","6","300"
"8500010","4","8500010","2","300"
"8500010","4","8500010","7","300"
"8500010","4","8500010","16","300"
"8500010","4","8500010","17","300"
"8500010","4","8500010","14","300"
"8500010","4","8500010","12","300"
"8500010","4","8500010","11","300"
"8500010","4","8500010","10","300"
"8500010","4","8500010","8","300"
"8500010","4","8500010","5AB","300"
"8500010","4","8500010","15","300"
"8500010","4","8500010","31","300"
"8500010","4","8500010","33","300"
"8500010","4","8500010","35","300"
"8500010","4","8500010","30","300"
"8500010","4","8500010","17C","300"
"8500010","4","8500010","4B","300"
"8500010","4","8578143","D","360"
"8500010","4","8578143","J","360"
"8500010","4","8578143","F","360"
"8500010","4","8578143","E","360"
"8500010","4","8578143","G","360"
"8500010","4","8500146","L","540"
"8500010","4","8500146","M","540"
"8500010","4","8578143","H","360"
"8500010","4","8578143","C","360"
"8500010","4","8578143","K","360"
"8500010","4","8578143","A","360"
"8500010","4","8578143","B","360"
"8500010","4","8500010","K","300"
"8500010","4","8500010","12AB","300"
"8500010","3","8500010","1","300"
"8500010","3","8500010","9","300"
"8500010","3","8500010","4","300"
"8500010","3","8500010","5","300"
"8500010","3","8500010","6","300"
"8500010","3","8500010","2","300"
"8500010","3","8500010","7","300"
"8500010","3","8500010","16","300"
"8500010","3","8500010","17","300"
"8500010","3","8500010","14","300"
"8500010","3","8500010","12","300"
"8500010","3","8500010","11","300"
"8500010","3","8500010","10","300"
"8500010","3","8500010","8","300"
"8500010","3","8500010","5AB","300"
"8500010","3","8500010","15","300"
"8500010","3","8500010","31","300"
"8500010","3","8500010","33","300"
"8500010","3","8500010","35","300"
"8500010","3","8500010","30","300"
"8500010","3","8500010","17C","300"
"8500010","3","8500010","4B","300"
"8500010","3","8578143","D","360"
"8500010","3","8578143","J","360"
"8500010","3","8578143","F","360"
"8500010","3","8578143","E","360"
"8500010","3","8578143","G","360"
"8500010","3","8500146","L","540"
"8500010","3","8500146","M","540"
"8500010","3","8578143","H","360"
"8500010","3","8578143","C","360"
"8500010","3","8578143","K","360"
"8500010","3","8578143","A","360"
"8500010","3","8578143","B","360"
"8500010","3","8500010","K","300"
"8500010","3","8500010","12AB","300"
"8500320","3","8500320","4","120"
"8500320","3","8500320","2","120"
"8500320","3","8500320","5","120"
"8500010","5","8500010","1","300"
"8500010","5","8500010","9","300"
"8500010","5","8500010","4","300"
"8500010","5","8500010","3","300"
"8500010","5","8500010","6","300"
"8500010","5","8500010","2","300"
"8500010","5","8500010","7","300"
"8500010","5","8500010","16","300"
"8500010","5","8500010","17","300"
"8500010","5","8500010","14","300"
"8500010","5","8500010","12","300"
"8500010","5","8500010","11","300"
"8500010","5","8500010","10","300"
"8500010","5","8500010","8","300"
"8500010","5","8500010","5AB","300"
"8500010","5","8500010","15","300"
"8500010","5","8500010","31","300"
"8500010","5","8500010","33","300"
"8500010","5","8500010","35","300"
"8500010","5","8500010","30","300"
"8500010","5","8500010","17C","300"
"8500010","5","8500010","4B","300"
"8500010","5","8578143","D","360"
"8500010","5","8578143","J","360"
"8500010","5","8578143","F","360"
